Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Length,LanguageDiversity,DescriptorDensity,MostFrequentDescriptors,LongWordDensity,Personability,Storytelling,SocialNetworkBinary
74239,B00473PNGW,A2KP45DO3RY4RG,CheeryToes,0,0,5,1321920000,Low carb - YUMMMY!,98,0.6836734693877551,0.15306122448979592,"[('delicious', 2)]",0.22448979591836735,0.061224489795918366,0.01020408163265306,0
481345,B003LJB8DK,A2GWW6ISN0GNQM,"Alan Roberts ""Alan""",1,1,4,1304812800,Good dependable curry powder,30,0.8666666666666667,0.13333333333333333,"[('good', 2)]",0.26666666666666666,0.0,0.0,0
445661,B001UL5JWM,AX918VEXYY7OV,S. Norman,0,0,5,1302652800,Great Dry Cat Food,96,0.6875,0.19791666666666666,"[('most', 2), ('really', 2), ('as', 2)]",0.1875,0.08333333333333333,0.010416666666666666,0
424909,B0041CIP3M,ADS9PLAM2AD9T,Rg Pettengill,12,17,1,1320192000,Disappointed,267,0.5617977528089888,0.13108614232209737,"[('great', 2), ('good', 2), ('not', 2), ('then', 2)]",0.1947565543071161,0.0299625468164794,0.02247191011235955,0
300714,B000EF3E3G,AOF3V2KJ6MEM9,"Leonard N. Persson ""ctsaltwaterfishing""",2,2,5,1274313600,Crown Prince tiny Crosspacked Brisling Sardines,44,0.7954545454545454,0.18181818181818182,"[('best', 2)]",0.11363636363636363,0.022727272727272728,0.0,0
24574,B000H6J76U,A9OOMATJDYXL3,"A. Cerini ""Amazon Addicted""",0,1,1,1206316800,YUCK,23,0.6956521739130435,0.17391304347826086,[],0.2608695652173913,0.13043478260869565,0.0,0
207594,B004Z83LC2,A2D2A6ET9V0BWQ,ande,0,0,2,1318723200,It's Okay,34,0.7941176470588235,0.35294117647058826,[],0.23529411764705882,0.029411764705882353,0.029411764705882353,0
351978,B000M0F58U,A666QET48NULX,"Anna Saunders ""RG""",0,0,5,1337212800,Very tasty tea,50,0.78,0.22,[],0.12,0.08,0.0,0
63291,B0024NUM7W,A2BRUDJ1MT28GQ,Trice,1,3,5,1328140800,Act II Popping Oil,27,0.7407407407407407,0.2222222222222222,[],0.14814814814814814,0.07407407407407407,0.0,0
100123,B000LQORDE,A1TJT6GXDGNN8Q,Opinunated,14,22,3,1251504000,Two Tastes - Salt and Red Pepper - yet I like it. Add an egg and it really improves. Unfortunately it is far from healthy,949,0.39831401475237094,0.1422550052687039,"[('more', 7), ('much', 5), ('few', 4), ('cayenne', 4), ('However', 3)]",0.20126448893572182,0.01791359325605901,0.0136986301369863,1
289856,B000AYFCF4,AJZ4YEAAPCGIY,"CoolBodBoy ""coolbodboy""",1,1,5,1317513600,Excellent Taste!,46,0.8260869565217391,0.10869565217391304,[],0.15217391304347827,0.15217391304347827,0.021739130434782608,1
443217,B000FW3RSU,A3I9MSJJNIT3WG,r,5,10,2,1283558400,Migraine Food!,60,0.7166666666666667,0.13333333333333333,[],0.15,0.11666666666666667,0.0,0
74551,B007OXJJE4,A218FYX8D9GAH,"William Culpepper ""wdc""",2,8,5,1291593600,Great Flavor,29,0.8275862068965517,0.20689655172413793,[],0.1724137931034483,0.0,0.0,0
25133,B0081XIA1E,A14YN21RCE9O3L,Auburn Sky,2,2,5,1318982400,Think of this not as a puzzle or toy but more of an interactive feeder,372,0.47580645161290325,0.1478494623655914,"[('not', 6), ('very', 3), ('<', 3), ('much', 3), ('more', 3)]",0.10215053763440861,0.11021505376344086,0.01881720430107527,1
286391,B001EO5YDO,A1BAE6217W78NS,Morrigan Cider,1,5,1,1294790400,High Fructose Corn Syrup,64,0.734375,0.078125,"[(""n't"", 2)]",0.109375,0.140625,0.03125,0
211758,B007OWNJRS,A3SP72R90T2QVA,Allie Brandon,0,0,1,1347148800,Horrible,44,0.7727272727272727,0.13636363636363635,"[('not', 2)]",0.1590909090909091,0.06818181818181818,0.022727272727272728,0
233122,B000GAPPAY,AZMCUPN34Z5O1,Patty Kakes,2,2,5,1196812800,Crabolicious!,30,0.9,0.2,[],0.2,0.06666666666666667,0.0,0
255114,B000HY4RL2,A38M3KTT7A37YW,Florenski,0,0,3,1316390400,Good price,40,0.825,0.25,"[('not', 2)]",0.225,0.025,0.0,0
206706,B004BY9CEQ,A290XYC4V2U1S3,msg825,0,0,5,1325116800,This is so so good,51,0.8235294117647058,0.1568627450980392,"[('just', 2), ('right', 2)]",0.21568627450980393,0.0784313725490196,0.0,0
405861,B003OB0I8G,A2Z3EDGYBA75F5,Jeanne R. Michon,0,0,5,1323129600,Santa Fe Somersaults,42,0.8809523809523809,0.14285714285714285,[],0.30952380952380953,0.023809523809523808,0.047619047619047616,0
201468,B005T5YO2G,A3APVUGVRJ7UOT,Kate,0,0,5,1349740800,Love a reasonable price on a bulk purchase!,66,0.8333333333333334,0.16666666666666666,[],0.24242424242424243,0.09090909090909091,0.0,0
416293,B000MOGV0C,A3EXYA9O9APZQ7,Don S. Satow,2,3,1,1293753600,Doesn't taste like a pancake.,141,0.6382978723404256,0.14893617021276595,"[(""n't"", 4)]",0.2127659574468085,0.0425531914893617,0.0,0
15539,B000255OIG,A28UDMHG53LMJ1,MikeC,0,0,4,1222214400,Sammy loves these!,26,0.9230769230769231,0.23076923076923078,[],0.23076923076923078,0.11538461538461539,0.0,0
103726,B000Q6XR0S,A3VDQD94VOMAXA,Ruth M. Neidlinger,2,3,5,1251849600,Great taste!,73,0.8493150684931506,0.136986301369863,"[('awesome', 2)]",0.1643835616438356,0.0821917808219178,0.0,1
483476,B0006Z7NOK,A1VJX175KKJPCY,lachy,6,9,1,1344816000,Not like it used to be!,23,0.9130434782608695,0.21739130434782608,[],0.30434782608695654,0.0,0.043478260869565216,0
301407,B002FJCXX6,A2QRXQPHDMFCQV,"SanjeevP ""Bottom Line""",0,0,4,1268092800,"Delectable, Filling Cookies With Low Calories Make a Healthy Snack",385,0.4701298701298701,0.10909090909090909,"[('not', 4), ('delicious', 3), ('very', 2), ('different', 2), ('4-Ounce', 2)]",0.2675324675324675,0.04155844155844156,0.023376623376623377,0
525229,B000G68IES,A2W01YENXX04P,Cherril Crandahl,2,2,5,1292457600,Dusseldorf Mustard,91,0.6593406593406593,0.08791208791208792,[],0.14285714285714285,0.06593406593406594,0.0,0
367079,B000EDK7WO,A2QH2KF2IAB143,"J. A. Meyers ""Jan""",0,0,5,1257379200,Raw Revolution Raspberry and Chocolate,69,0.7536231884057971,0.11594202898550725,[],0.18840579710144928,0.10144927536231885,0.028985507246376812,0
420953,B003CK0VVI,A35TESZXRCUBCC,mroberts,0,0,4,1334448000,Stash Superfruits Tea Sampler,39,0.8461538461538461,0.10256410256410256,[],0.28205128205128205,0.02564102564102564,0.0,0
496246,B008JKU2CO,A3UK4KFUONU87,Greg Roark,0,1,5,1275609600,webb,74,0.7702702702702703,0.20270270270270271,[],0.17567567567567569,0.013513513513513514,0.04054054054054054,0
163501,B001UJIFRU,A1V47LLN3XACX0,Mellisacat,1,1,3,1294444800,Liked the pure Coconut water better.,31,0.7741935483870968,0.06451612903225806,[],0.16129032258064516,0.06451612903225806,0.0,0
120050,B000RNPDU2,A7CCXET106Q31,S. Mosher,0,0,4,1315180800,Huge Fan,143,0.6293706293706294,0.11888111888111888,"[('little', 2)]",0.20279720279720279,0.055944055944055944,0.02097902097902098,0
444654,B001LQNHZW,A388IGNIWQJ27A,natalie,7,7,3,1293494400,Misleading,163,0.5644171779141104,0.10429447852760736,"[(""n't"", 3), ('really', 2), ('not', 2)]",0.17791411042944785,0.07975460122699386,0.03067484662576687,0
53406,B004BRYVJY,A1M5VXVTC42MCR,Mia,0,0,5,1334534400,Addicting,46,0.782608695652174,0.10869565217391304,[],0.15217391304347827,0.06521739130434782,0.0,0
129433,B001FA1EHC,A36WA7L88C2NW1,"Candace Drimmer ""a.k.a. Candi Boggs""",0,3,1,1297728000,Not so impressive,55,0.7818181818181819,0.21818181818181817,"[('just', 2), ('up', 2)]",0.14545454545454545,0.01818181818181818,0.0,0
110709,B00438XVGU,A1EAI6VPPNWDHP,Chris Evans,1,1,3,1347408000,Not bad when I split the package into 2 portions,89,0.7078651685393258,0.20224719101123595,"[('not', 2)]",0.25842696629213485,0.10112359550561797,0.033707865168539325,0
222660,B003VZBGIG,A1DD4B97M4DUC5,migit,0,0,5,1297123200,Awesome,50,0.78,0.18,[],0.16,0.06,0.0,0
438278,B001E5116C,AV7TQQAEIHB2I,Gandalf Stormcrow,1,1,4,1302480000,Just what my baby needs,46,0.7608695652173914,0.10869565217391304,[],0.21739130434782608,0.021739130434782608,0.06521739130434782,0
334480,B0029NV4N8,ARMJ91BNDPUA4,Mimichic,4,4,5,1293321600,It's a Miracle!!,204,0.5882352941176471,0.09803921568627451,"[('as', 2), ('high', 2)]",0.1715686274509804,0.09313725490196079,0.014705882352941176,0
257953,B00125ZCWI,A3US1QSEMTLW18,"L. Betz ""Lauren""",2,15,2,1311638400,Not sure bottle was sealed,79,0.7088607594936709,0.13924050632911392,"[('safe', 2)]",0.17721518987341772,0.06329113924050633,0.0,0
379250,B001TM70XS,AUW5XC67E9MIL,"Cold In Seattle ""Penny Pinching""",4,4,5,1300924800,"Green Eggs & Chicken, 3 Paws Up (includes a 17 yo and 7 yo picky Debutantes). Great Human Grade Cat Food Experience",1129,0.3516386182462356,0.10186005314437556,"[('<', 8), ('dry', 4), ('not', 4), (""n't"", 4), ('also', 4)]",0.18423383525243578,0.045172719220549155,0.025686448184233834,0
540018,B0044QC3GU,A2LU1XQU394ZL3,"J. Windham ""Book and Movie Lover""",1,1,3,1316390400,Good Price but My Dogs Didn't Love Them,194,0.5773195876288659,0.15463917525773196,"[(""n't"", 5), ('really', 3), ('good', 2), ('other', 2), ('just', 2)]",0.11855670103092783,0.1134020618556701,0.015463917525773196,0
230427,B002YJCAKI,A3HRP0VNZVKX5M,Bo,1,2,2,1304380800,Without Aca&iacute;,99,0.7474747474747475,0.12121212121212122,"[('more', 2)]",0.23232323232323232,0.010101010101010102,0.010101010101010102,0
459472,B0019SE6M0,A166E4AY9BWBBX,"David Tomeo ""detcpa""",5,9,1,1264982400,What gives?,33,0.9696969696969697,0.18181818181818182,[],0.18181818181818182,0.030303030303030304,0.0,0
557668,B004DGXYAK,A2WUV237L63T8T,DT,0,0,3,1333065600,"Protects well, but it ""leaks""",199,0.5678391959798995,0.10050251256281408,"[(""n't"", 4)]",0.12060301507537688,0.06532663316582915,0.010050251256281407,0
395206,B001EO5SC6,AHNR07UM1MEBJ,Ernest L. Hodshon,0,1,5,1175817600,Stoneridge Orchards Whole Dried Blueberries rate,35,0.8571428571428571,0.08571428571428572,[],0.2,0.22857142857142856,0.0,0
267157,B004BKLHOS,A2NUBL2UYWPBWR,C,0,0,4,1300320000,Subtle honey flavor & chewy oatiness = best of the pack,135,0.7037037037037037,0.1925925925925926,"[('natural', 3), ('best', 2), ('slight', 2)]",0.3037037037037037,0.014814814814814815,0.0,0
395729,B004V3INKQ,A2OM1YVS0AA4QX,"C. Rose ""Gadget Geek""",0,0,3,1333411200,So so flavor,57,0.7543859649122807,0.21052631578947367,"[('many', 2), ('better', 2)]",0.2631578947368421,0.03508771929824561,0.017543859649122806,0
215913,B004IJT8VG,A123TCL9W6ZBVF,Magpie,2,2,5,1329264000,Decent tea,69,0.6956521739130435,0.2753623188405797,"[('very', 3), ('just', 3), ('not', 2), ('strong', 2)]",0.2463768115942029,0.08695652173913043,0.0,0
447904,B001JYU06K,A2H3RTMXP23Y5D,"M. Shady ""chelle1076""",1,1,5,1286150400,my dog loves these,26,0.9615384615384616,0.15384615384615385,[],0.3076923076923077,0.19230769230769232,0.038461538461538464,0
260390,B000NMJWZO,A3BTOSVRUMUQ2P,Carla Beck,0,0,5,1232668800,Pamela's Baking Mix,41,0.7804878048780488,0.3170731707317073,"[('just', 2)]",0.17073170731707318,0.04878048780487805,0.0,1
469482,B000GG1O9O,A1T1M34IJ8VPT,Jason S. Miller,0,1,5,1178496000,Wife's favorite Flavor,25,0.96,0.08,[],0.12,0.16,0.04,0
17382,B000UJW0W2,A1RT9ZJ42UA4L7,kitty,0,0,5,1343088000,Great value,23,0.9565217391304348,0.2608695652173913,[],0.17391304347826086,0.0,0.13043478260869565,0
389046,B000H24066,A79445B8RFKSN,"Donna Fredericks ""Donna""",0,0,5,1224806400,Wonderful Clam Chowder!,24,0.9166666666666666,0.16666666666666666,[],0.125,0.041666666666666664,0.0,0
228704,B0058AMY10,A3TEMXOLE1APPZ,"A. Nichols ""upteeajn2""",0,0,2,1210809600,Good and tangy,71,0.7605633802816901,0.18309859154929578,"[('very', 2)]",0.14084507042253522,0.07042253521126761,0.0,0
519855,B0041RVRUA,A12TYHM4836T5R,M. Doland,3,4,5,1284681600,Full bodied to the max - just great coffee,102,0.7549019607843137,0.17647058823529413,"[('just', 2), ('French', 2)]",0.24509803921568626,0.049019607843137254,0.00980392156862745,0
323431,B004PELXC6,A2A6IH0GOZVCV0,Mr. Coffee,1,2,5,1315094400,One of the better Zevia flavors,81,0.7160493827160493,0.08641975308641975,[],0.18518518518518517,0.08641975308641975,0.0,0
452319,B00534IURS,APNJF07PAF02D,The Joneses,1,1,5,1320796800,"Great Salt, Good price",92,0.6847826086956522,0.16304347826086957,[],0.16304347826086957,0.03260869565217391,0.0,0
34919,B002DLXXHG,ALL9XFM0Q1N4E,Monopoly J,0,0,2,1287964800,Not Really Jerky To Me,58,0.7413793103448276,0.20689655172413793,[],0.15517241379310345,0.017241379310344827,0.0,0
204321,B000V0DHBS,A3Q9HY0LU7MN6E,"N. Cousino ""Jorja's Mama""",0,1,2,1267747200,Did not care for these,106,0.6886792452830188,0.2169811320754717,"[('not', 2), ('quite', 2), ('little', 2)]",0.16981132075471697,0.09433962264150944,0.0,0
227484,B000W7WRCA,A1CY94Z8YWQV12,Karas M. Stewart,1,1,5,1246147200,velveeta shells & cheese,39,0.8461538461538461,0.15384615384615385,"[('old', 2)]",0.1794871794871795,0.05128205128205128,0.05128205128205128,0
91562,B000V17MLI,A2X3BT5DCFSB2H,"Craig Kuhl ""Craig""",3,5,2,1255737600,"Very poor tast, in my opinion. And I love Indian Food...",165,0.6363636363636364,0.14545454545454545,"[('even', 3), ('not', 2), ('other', 2), ('also', 2)]",0.17575757575757575,0.06666666666666667,0.01818181818181818,0
136507,B006Q820X0,#oc-R5VRHDEVUCFI6,Lydia H.,2,3,5,1340841600,Delicious Coffee!,51,0.8627450980392157,0.1568627450980392,"[('delicious', 2)]",0.27450980392156865,0.058823529411764705,0.0,0
228247,B003VXHGPK,A1T5M4BXCFNUNJ,Coffee Bean,0,0,5,1297641600,My New Favorite,49,0.8163265306122449,0.10204081632653061,[],0.20408163265306123,0.04081632653061224,0.02040816326530612,0
265114,B001SAYOYE,A178NRKHXZDLAV,BigDaddy,0,0,5,1323388800,Just what I had hoped for,73,0.6712328767123288,0.1506849315068493,[],0.2054794520547945,0.0958904109589041,0.0,0
41578,B000GB7RV8,A13DARIKZDD51C,stevo1111,1,1,5,1340409600,better than expected,133,0.5639097744360902,0.16541353383458646,"[('best', 2), ('more', 2), ('great', 2), ('*', 2)]",0.13533834586466165,0.09022556390977443,0.015037593984962405,0
128806,B0006TN06Q,A2T8BSIIGDZYJS,ksrp,4,4,1,1240272000,Huge Rip-Off!!!,86,0.6744186046511628,0.16279069767441862,[],0.22093023255813954,0.011627906976744186,0.0,0
94026,B0002DGRPC,A16GY2RCF410DT,LB,0,0,5,1231718400,Great!,20,0.9,0.1,[],0.3,0.15,0.0,0
338586,B00474OR8G,ALDMJXA99NXEB,Vincent Prezioso,15,21,1,1295222400,Truly Disappointing. Product Changed. Not for the better!,459,0.42701525054466233,0.08714596949891068,"[('not', 4), ('green', 3), ('older', 2), ('new', 2)]",0.2178649237472767,0.0457516339869281,0.010893246187363835,0
486762,B006QX60W2,A7I8E6MLE83D3,Diva,0,0,2,1343606400,Bleh,36,0.8055555555555556,0.2777777777777778,[],0.19444444444444445,0.08333333333333333,0.0,0
71603,B000F6X5BK,A18ZYFB3LECF6I,Sqrmster,0,0,5,1306281600,Perfect!!,364,0.4807692307692308,0.1620879120879121,"[(""n't"", 4), ('just', 3), ('so', 3), ('personal', 3), ('nice', 2)]",0.17307692307692307,0.04945054945054945,0.008241758241758242,1
445894,B0045GX6J2,A3NP21JO5GF56O,"RATIONAL DRAMATIST ""BOOK HUNTER""",1,1,5,1315958400,3 Words...,42,0.8333333333333334,0.07142857142857142,[],0.09523809523809523,0.07142857142857142,0.0,0
106173,B0008DI8OY,A21L8PIBU768ES,rhonda,0,0,5,1341878400,Wonderful help with chocolate work,54,0.7777777777777778,0.16666666666666666,[],0.2222222222222222,0.037037037037037035,0.0,0
221525,B002AYC7TG,A74ZHK7QFVQ29,Artìst,1,1,5,1305072000,My Westie loves it!,359,0.49303621169916434,0.11142061281337047,"[('not', 3), ('small', 3), ('even', 2), ('now', 2)]",0.13649025069637882,0.10027855153203342,0.019498607242339833,0
198354,B0046HHNY4,A1DVU7UVKZQ3ME,Jimmy1946,0,0,5,1323993600,Love this pasta,127,0.6299212598425197,0.1968503937007874,"[('regular', 2)]",0.1889763779527559,0.07874015748031496,0.007874015748031496,0
471894,B001I4EDGO,ATZV5LEH9XO9M,MarshaS,0,0,5,1308182400,Awesome Bars,91,0.5714285714285714,0.10989010989010989,"[('br', 2), ('<', 2)]",0.10989010989010989,0.08791208791208792,0.0,1
503033,B000P504ZG,AUQ3GH498JMW4,"RC ""RC""",9,10,5,1183852800,These Are Soooo Good!,92,0.7282608695652174,0.14130434782608695,[],0.15217391304347827,0.09782608695652174,0.0,0
47211,B0029O10P4,A20XWDZHAXIYOK,J. Saoud,0,0,5,1311292800,My cats love Temptations,52,0.75,0.038461538461538464,[],0.25,0.17307692307692307,0.038461538461538464,0
379524,B007RLRCLK,A20MMCAHGALRAX,Shari Blake,1,1,5,1336694400,Great quality Raspberry Leaf,97,0.7628865979381443,0.07216494845360824,[],0.14432989690721648,0.041237113402061855,0.0,0
348302,B003GS3VQ8,A3MLH2ZSWU9VZU,Scriptease,1,1,5,1285027200,My new favorite snack!,138,0.6594202898550725,0.21739130434782608,"[('sweet', 2), ('just', 2), ('little', 2), ('good', 2)]",0.21014492753623187,0.014492753623188406,0.021739130434782608,0
350328,B000ZDMPD2,A2J5CQFCB11VKJ,"3rdGen ""Middle-aged dude""",0,0,4,1350864000,"It works, and it's cheaper than that other brand",186,0.6290322580645161,0.17204301075268819,"[(""n't"", 2), ('little', 2), ('not', 2)]",0.1881720430107527,0.08064516129032258,0.021505376344086023,0
347749,B001E5E3MQ,AO0Q2PNJM8X36,"Happy to Be Nappy ""Chery""",0,0,3,1323302400,Sweetleaf Stevia Lemon Drop Review,100,0.66,0.15,"[('crystal', 2)]",0.24,0.12,0.0,0
422115,B0012KK462,A32PFBXZFIG7Q2,djo,1,1,5,1311552000,Picky Eater finally satisfied,65,0.7076923076923077,0.15384615384615385,[],0.16923076923076924,0.046153846153846156,0.015384615384615385,0
477435,B004VLVQHK,A115BQ6PANY6ZG,nowisthetime19,1,1,5,1344384000,I wish these were sold in bulk,35,0.8857142857142857,0.2,[],0.17142857142857143,0.11428571428571428,0.0,0
49561,B001E5E268,A21XUSS7STBPPY,"Laurence E. Spaner ""Lee Spaner""",0,0,4,1339632000,Jasmine Green Tea.,217,0.6175115207373272,0.14285714285714285,"[('great', 3), ('<', 2), ('then', 2)]",0.19815668202764977,0.018433179723502304,0.03686635944700461,0
199757,B000K8T3OQ,AMGDC37D0NXIK,Giselle,0,0,5,1215302400,the best pita chips you can buy,24,0.875,0.125,[],0.08333333333333333,0.08333333333333333,0.0,0
125275,B001E5E060,AVCBP09CGF81A,"Victoria Austin ""chanteusevcm""",15,16,5,1169769600,Great Taste and Nutrition in One Cereal,320,0.56875,0.09375,"[('healthful', 2), ('good', 2), ('so', 2), ('Whole', 2)]",0.228125,0.028125,0.003125,0
557166,B0055P0N6Q,A24ZTCZ61RUKQR,"Pamela ""Hickory Point Sales""",1,1,5,1325203200,Delicious & satisfying!,91,0.7362637362637363,0.25274725274725274,"[('not', 3), ('little', 2)]",0.16483516483516483,0.06593406593406594,0.02197802197802198,1
439092,B000IEDUTG,A2MA5O4ZFVNP2,Coco Shops,0,0,5,1340841600,Tastes great and good price,25,0.88,0.16,"[('great', 2)]",0.08,0.08,0.0,0
350102,B000EMU2BG,A2EU7X9AKRTZ7I,John Norris,0,0,3,1323129600,Fat Free Cocoa,49,0.8775510204081632,0.16326530612244897,[],0.2653061224489796,0.02040816326530612,0.02040816326530612,0
158175,B000VKA92I,AT818PG6QEXA6,Debbie,1,1,5,1315785600,Liquid Health K-9,74,0.7297297297297297,0.0945945945945946,"[('second', 2), ('again', 2)]",0.20270270270270271,0.12162162162162163,0.12162162162162163,0
510386,B0018CG2DI,ACZA62F9MWNCS,"M. Leahy ""Mary""",2,2,5,1291075200,"Great Quality Pet Food, Dogs Love it!",133,0.6541353383458647,0.12781954887218044,"[('not', 3), ('first', 2)]",0.19548872180451127,0.03759398496240601,0.015037593984962405,0
257127,B001EKD3PO,AID3Q5FCJ5P9C,Masen,0,0,5,1341792000,Flei. Instant Yeast,42,0.9047619047619048,0.14285714285714285,[],0.21428571428571427,0.07142857142857142,0.0,0
49268,B000SANSSS,A157LBU0QJVYIC,Claire Dean,0,0,5,1327276800,Perfect cuppa,140,0.6642857142857143,0.17857142857142858,"[('good', 4), ('organic', 2)]",0.22857142857142856,0.05714285714285714,0.02857142857142857,0
410139,B002NWIQQI,A2MMW09EF2DD8T,LindaLouise6517,0,0,5,1319846400,Excellent Product,50,0.8,0.12,[],0.08,0.1,0.02,0
141555,B0047RQ9M0,A30ZNRTQHZSRA9,"James E. Yarbrough ""jbird""",0,0,4,1348704000,great product,25,0.8,0.12,"[('great', 3)]",0.16,0.0,0.0,0
179789,B008GRONV6,A3BO0JMCI43U88,Paula Gorton,0,0,5,1332633600,The dogs love these.,123,0.6747967479674797,0.07317073170731707,[],0.1951219512195122,0.07317073170731707,0.06504065040650407,0
498924,B002TXF62S,A290XYC4V2U1S3,msg825,2,2,5,1325030400,yummy for breakfast,61,0.7377049180327869,0.09836065573770492,"[('right', 2)]",0.19672131147540983,0.08196721311475409,0.03278688524590164,0
366468,B000CQIDAG,A1VAPL52LK8ACM,Frenchy,2,2,5,1264809600,Great Green Tea!,115,0.6260869565217392,0.17391304347826086,"[('green', 7), ('new', 2)]",0.13043478260869565,0.08695652173913043,0.017391304347826087,0
256128,B0047TG8Y2,A15RYGZNTDB2E7,mary,0,0,3,1344211200,Not as potentI,52,0.7307692307692307,0.1346153846153846,[],0.19230769230769232,0.11538461538461539,0.0,0
314793,B0049PMN6G,A3OJ5G0K77K9VZ,charles,0,0,5,1334016000,Very popular in the office,32,0.8125,0.09375,[],0.25,0.0625,0.0,0
94242,B0001VWEZW,A35GBC9DGU1NRO,"C. B. Reyes Avila ""cbra""",0,0,5,1179273600,great product!,34,0.9117647058823529,0.17647058823529413,[],0.17647058823529413,0.11764705882352941,0.0,0
539014,B006ZZC0FW,A2SMWBGTIJNA26,"California Dad ""Cal D.""",0,1,5,1243555200,Excellent in every way!,38,0.7894736842105263,0.10526315789473684,"[('best', 2)]",0.10526315789473684,0.02631578947368421,0.05263157894736842,0
131229,B00004RAMX,A2XQ2FYRVIJU8E,D. henry,0,0,1,1330646400,Trigger is not sensitive.  Waste of money,71,0.7605633802816901,0.16901408450704225,"[('not', 3)]",0.19718309859154928,0.07042253521126761,0.028169014084507043,0
107592,B007TJGY4Q,A18SCGMZ78M64B,Heidi Thompson,1,1,4,1197936000,Dark but not as full as I like,74,0.7837837837837838,0.13513513513513514,[],0.20270270270270271,0.05405405405405406,0.0,0
516399,B000H1217M,AUQU81ULD0E1F,Dexter,0,0,5,1320019200,Great Treats,45,0.7111111111111111,0.044444444444444446,[],0.1111111111111111,0.15555555555555556,0.022222222222222223,0
498550,B000HDK0DC,A11B8E6GF1KJKN,S. Riendeau,0,0,5,1301529600,yum!,36,0.9722222222222222,0.1111111111111111,[],0.19444444444444445,0.1388888888888889,0.0,1
501182,B005RFBNP4,AQWGYGS606LSI,"Mr Orange ""Eric""",1,1,5,1330128000,Same as our favorite in Costco without the trip!,108,0.7407407407407407,0.12037037037037036,[],0.17592592592592593,0.06481481481481481,0.009259259259259259,0
313065,B000EZMRP2,A1JK0LUDD0WLME,"Stephen Zelnick ""SteveZ""",1,2,1,1174176000,Stale,22,0.7727272727272727,0.09090909090909091,[],0.18181818181818182,0.045454545454545456,0.0,0
418964,B0002DH5MG,A14U2ZW7UIEXSV,kevco,1,1,1,1291075200,what a joke,35,0.8285714285714286,0.11428571428571428,[],0.08571428571428572,0.05714285714285714,0.0,0
516204,B008I1XPKA,#oc-R19B7LHEK1ARMD,kelli n,0,1,5,1350518400,Brooklyn Beans K Cups Variety Pack,109,0.6605504587155964,0.14678899082568808,"[('really', 2), ('good', 2)]",0.22018348623853212,0.08256880733944955,0.009174311926605505,0
463269,B0016CQST8,A3KR2L3M15JFUT,Pennywise,1,1,4,1313539200,Wanted to Give a Five!,43,0.8837209302325582,0.13953488372093023,[],0.18604651162790697,0.09302325581395349,0.0,0
81590,B001EQ4RBM,A2TMY1YEB4TA6,H. BURGESS,2,3,5,1268352000,Great taste.,18,0.9444444444444444,0.3333333333333333,[],0.2777777777777778,0.0,0.0,0
111733,B000OV8OTY,A33UUMMPU1AW3X,M,0,0,4,1337990400,it works!,163,0.5705521472392638,0.15950920245398773,"[(""n't"", 4), ('sticky', 2), ('really', 2), ('small', 2)]",0.18404907975460122,0.07975460122699386,0.03680981595092025,0
375256,B0007OPVVW,A2K5K8PZMY5TV0,J. Skievaski,5,5,4,1303171200,Yummy,201,0.6268656716417911,0.10945273631840796,"[('Not', 2), ('approximately', 2)]",0.208955223880597,0.03980099502487562,0.0,0
276576,B0008GIEKO,A2A9X58G2GTBLP,Wolfee1,0,0,5,1312502400,RICH TASTING HOT COCOA!,134,0.6716417910447762,0.12686567164179105,"[('hot', 2)]",0.15671641791044777,0.08955223880597014,0.022388059701492536,0
567319,B0000DNS4J,A25PNMNXMUO95V,winglesslight,2,4,1,1087776000,The WORST. I THROW AWAY the whole bag.,189,0.5661375661375662,0.21693121693121692,"[('worst', 3), ('dried', 2), ('away', 2), ('whole', 2), (""n't"", 2)]",0.21164021164021163,0.08465608465608465,0.0,0
145189,B000F0C580,AYBCQ12Z5ZPQG,"LoveThatRonWhite ""avidreader""",0,0,5,1347321600,Great Product,34,0.8823529411764706,0.20588235294117646,[],0.20588235294117646,0.0,0.0,0
531926,B005K4Q34S,A30VYSV5D6GCV1,Donna,3,3,1,1346544000,Way to sweet,91,0.6923076923076923,0.10989010989010989,"[('sweet', 2)]",0.16483516483516483,0.13186813186813187,0.0,0
258989,B005AYR98C,A1R5Q4GXSYSKPH,Veronica,0,0,2,1330646400,What did I just spend my money on???,384,0.4791666666666667,0.1484375,"[('just', 5), ('free', 3), ('so', 3), ('dry', 3), ('maybe', 2)]",0.17708333333333334,0.12760416666666666,0.013020833333333334,0
420164,B005NVU5BK,A2TUU2UVDBTF9V,Nomad Soul,6,7,5,1321574400,"Excellent, sophisticated milk chocolate",109,0.7247706422018348,0.1926605504587156,"[('not', 2)]",0.24770642201834864,0.045871559633027525,0.0,0
250611,B002YR7A78,A207RUYST1GJL4,"Ernie ""IMF Addict""",0,0,5,1347408000,Osem products are Awesome,70,0.7428571428571429,0.2,[],0.17142857142857143,0.07142857142857142,0.04285714285714286,0
53117,B001E128R2,A3UKGWWZ5QPPTH,eyelndbrez,1,1,4,1322784000,Great Blueberries,56,0.7857142857142857,0.17857142857142858,"[('just', 2)]",0.17857142857142858,0.05357142857142857,0.0,0
